ndataset,es,errorsd,n,k,hyp_val,seed
491,0.1,0.81,20,3,0.1,915436892
492,0.1,0.81,20,3,0.1,292750590
493,0.1,0.81,20,3,0.1,360817516
494,0.1,0.81,20,3,0.1,702525646
495,0.1,0.81,20,3,0.1,1425370146
496,0.1,0.81,20,3,0.1,394983766
497,0.1,0.81,20,3,0.1,1709247549
498,0.1,0.81,20,3,0.1,135396558
499,0.1,0.81,20,3,0.1,1593111553
500,0.1,0.81,20,3,0.1,745945589
501,0.1,0.81,20,3,0.1,129443006
502,0.1,0.81,20,3,0.1,432811088
503,0.1,0.81,20,3,0.1,1928641963
504,0.1,0.81,20,3,0.1,1072660152
505,0.1,0.81,20,3,0.1,36568520
506,0.1,0.81,20,3,0.1,66881073
507,0.1,0.81,20,3,0.1,1410643961
508,0.1,0.81,20,3,0.1,1474136817
509,0.1,0.81,20,3,0.1,853950115
510,0.1,0.81,20,3,0.1,600473355
511,0.1,0.81,20,3,0.1,490683577
512,0.1,0.81,20,3,0.1,1774468439
513,0.1,0.81,20,3,0.1,519355087
514,0.1,0.81,20,3,0.1,1987884736
515,0.1,0.81,20,3,0.1,696001642
516,0.1,0.81,20,3,0.1,438446469
517,0.1,0.81,20,3,0.1,1431743546
518,0.1,0.81,20,3,0.1,844312910
519,0.1,0.81,20,3,0.1,952687845
520,0.1,0.81,20,3,0.1,2096116838
521,0.1,0.81,20,3,0.1,506947602
522,0.1,0.81,20,3,0.1,1212371178
523,0.1,0.81,20,3,0.1,861346509
524,0.1,0.81,20,3,0.1,1187747185
525,0.1,0.81,20,3,0.1,1488707109
526,0.1,0.81,20,3,0.1,1370028633
527,0.1,0.81,20,3,0.1,476573224
528,0.1,0.81,20,3,0.1,808519902
529,0.1,0.81,20,3,0.1,42652171
530,0.1,0.81,20,3,0.1,1349054340
531,0.1,0.81,20,3,0.1,538072160
532,0.1,0.81,20,3,0.1,723121897
533,0.1,0.81,20,3,0.1,981148723
534,0.1,0.81,20,3,0.1,1692076473
535,0.1,0.81,20,3,0.1,1128572761
536,0.1,0.81,20,3,0.1,522003790
537,0.1,0.81,20,3,0.1,1325182264
538,0.1,0.81,20,3,0.1,2062736548
539,0.1,0.81,20,3,0.1,542229754
540,0.1,0.81,20,3,0.1,81451366
541,0.1,0.81,20,3,0.1,1346590963
542,0.1,0.81,20,3,0.1,800985177
543,0.1,0.81,20,3,0.1,405412860
544,0.1,0.81,20,3,0.1,640990837
545,0.1,0.81,20,3,0.1,200090543
546,0.1,0.81,20,3,0.1,305162664
547,0.1,0.81,20,3,0.1,253744152
548,0.1,0.81,20,3,0.1,820714592
549,0.1,0.81,20,3,0.1,2017147
550,0.1,0.81,20,3,0.1,2117871718
551,0.1,0.81,20,3,0.1,1165035483
552,0.1,0.81,20,3,0.1,842184671
553,0.1,0.81,20,3,0.1,597812486
554,0.1,0.81,20,3,0.1,1625686420
555,0.1,0.81,20,3,0.1,871440763
556,0.1,0.81,20,3,0.1,1908658900
557,0.1,0.81,20,3,0.1,1450490305
558,0.1,0.81,20,3,0.1,1976991640
559,0.1,0.81,20,3,0.1,909748797
560,0.1,0.81,20,3,0.1,663963296
561,0.1,0.81,20,3,0.1,2067599134
562,0.1,0.81,20,3,0.1,1039366545
563,0.1,0.81,20,3,0.1,1747421137
564,0.1,0.81,20,3,0.1,1982743578
565,0.1,0.81,20,3,0.1,486861368
566,0.1,0.81,20,3,0.1,497990272
567,0.1,0.81,20,3,0.1,1042119068
568,0.1,0.81,20,3,0.1,281329554
569,0.1,0.81,20,3,0.1,638480629
570,0.1,0.81,20,3,0.1,1663113925
571,0.1,0.81,20,3,0.1,1279221674
572,0.1,0.81,20,3,0.1,1651443703
573,0.1,0.81,20,3,0.1,913379314
574,0.1,0.81,20,3,0.1,1550943257
575,0.1,0.81,20,3,0.1,654835649
576,0.1,0.81,20,3,0.1,543467339
577,0.1,0.81,20,3,0.1,11903336
578,0.1,0.81,20,3,0.1,2080348313
579,0.1,0.81,20,3,0.1,330709645
580,0.1,0.81,20,3,0.1,478988201
581,0.1,0.81,20,3,0.1,1929320901
582,0.1,0.81,20,3,0.1,1249986651
583,0.1,0.81,20,3,0.1,730445715
584,0.1,0.81,20,3,0.1,1190047396
585,0.1,0.81,20,3,0.1,780519720
586,0.1,0.81,20,3,0.1,651533042
587,0.1,0.81,20,3,0.1,2129521442
588,0.1,0.81,20,3,0.1,1375515599
589,0.1,0.81,20,3,0.1,1939392113
590,0.1,0.81,20,3,0.1,1537692347
591,0.1,0.81,20,3,0.1,228812109
592,0.1,0.81,20,3,0.1,984499148
593,0.1,0.81,20,3,0.1,95203115
594,0.1,0.81,20,3,0.1,1653422637
595,0.1,0.81,20,3,0.1,1805078821
596,0.1,0.81,20,3,0.1,1212120157
597,0.1,0.81,20,3,0.1,257322967
598,0.1,0.81,20,3,0.1,1367473880
599,0.1,0.81,20,3,0.1,451258165
600,0.1,0.81,20,3,0.1,1604054810
601,0.1,0.81,20,3,0.1,1531408532
602,0.1,0.81,20,3,0.1,1636234631
603,0.1,0.81,20,3,0.1,785168788
604,0.1,0.81,20,3,0.1,1243757801
605,0.1,0.81,20,3,0.1,1313752599
606,0.1,0.81,20,3,0.1,467689321
607,0.1,0.81,20,3,0.1,1687366879
608,0.1,0.81,20,3,0.1,775401442
609,0.1,0.81,20,3,0.1,783357887
610,0.1,0.81,20,3,0.1,1745722447
611,0.1,0.81,20,3,0.1,18232851
612,0.1,0.81,20,3,0.1,1158517738
613,0.1,0.81,20,3,0.1,944427206
614,0.1,0.81,20,3,0.1,10674768
615,0.1,0.81,20,3,0.1,1285950578
616,0.1,0.81,20,3,0.1,1071854675
617,0.1,0.81,20,3,0.1,646410603
618,0.1,0.81,20,3,0.1,447984348
619,0.1,0.81,20,3,0.1,426728182
620,0.1,0.81,20,3,0.1,1029772220
621,0.1,0.81,20,3,0.1,1025387176
622,0.1,0.81,20,3,0.1,329851907
623,0.1,0.81,20,3,0.1,1159319014
624,0.1,0.81,20,3,0.1,872270700
625,0.1,0.81,20,3,0.1,688355104
626,0.1,0.81,20,3,0.1,846390768
627,0.1,0.81,20,3,0.1,1424238408
628,0.1,0.81,20,3,0.1,1599052695
629,0.1,0.81,20,3,0.1,1640039904
630,0.1,0.81,20,3,0.1,1544510228
631,0.1,0.81,20,3,0.1,330231755
632,0.1,0.81,20,3,0.1,1691941030
633,0.1,0.81,20,3,0.1,373192028
634,0.1,0.81,20,3,0.1,676641414
635,0.1,0.81,20,3,0.1,1133675469
636,0.1,0.81,20,3,0.1,1463794632
637,0.1,0.81,20,3,0.1,2034056364
638,0.1,0.81,20,3,0.1,1057262840
639,0.1,0.81,20,3,0.1,1529823721
640,0.1,0.81,20,3,0.1,634433075
641,0.1,0.81,20,3,0.1,1350536027
642,0.1,0.81,20,3,0.1,1188380468
643,0.1,0.81,20,3,0.1,2107824825
644,0.1,0.81,20,3,0.1,1667080763
645,0.1,0.81,20,3,0.1,799380895
646,0.1,0.81,20,3,0.1,1820208854
647,0.1,0.81,20,3,0.1,1748316285
648,0.1,0.81,20,3,0.1,289970712
649,0.1,0.81,20,3,0.1,1480551667
650,0.1,0.81,20,3,0.1,648752699
651,0.1,0.81,20,3,0.1,1914210146
652,0.1,0.81,20,3,0.1,692328326
653,0.1,0.81,20,3,0.1,638516082
654,0.1,0.81,20,3,0.1,813555977
655,0.1,0.81,20,3,0.1,1765081259
656,0.1,0.81,20,3,0.1,473118264
657,0.1,0.81,20,3,0.1,1360648689
658,0.1,0.81,20,3,0.1,817388615
659,0.1,0.81,20,3,0.1,156042589
660,0.1,0.81,20,3,0.1,954777376
661,0.1,0.81,20,3,0.1,66265972
662,0.1,0.81,20,3,0.1,1696055101
663,0.1,0.81,20,3,0.1,1521800743
664,0.1,0.81,20,3,0.1,1408333919
665,0.1,0.81,20,3,0.1,1276051159
666,0.1,0.81,20,3,0.1,1644459378
667,0.1,0.81,20,3,0.1,840383443
668,0.1,0.81,20,3,0.1,981507468
669,0.1,0.81,20,3,0.1,26771666
670,0.1,0.81,20,3,0.1,720880783
671,0.1,0.81,20,3,0.1,14644747
672,0.1,0.81,20,3,0.1,267122065
673,0.1,0.81,20,3,0.1,1688564715
674,0.1,0.81,20,3,0.1,1705548169
675,0.1,0.81,20,3,0.1,2091612633
676,0.1,0.81,20,3,0.1,138247705
677,0.1,0.81,20,3,0.1,463254143
678,0.1,0.81,20,3,0.1,805877248
679,0.1,0.81,20,3,0.1,187190392
680,0.1,0.81,20,3,0.1,1333566342
681,0.1,0.81,20,3,0.1,120706451
682,0.1,0.81,20,3,0.1,682339595
683,0.1,0.81,20,3,0.1,842510947
684,0.1,0.81,20,3,0.1,1693249776
685,0.1,0.81,20,3,0.1,227225716
686,0.1,0.81,20,3,0.1,947847924
687,0.1,0.81,20,3,0.1,1615468545
688,0.1,0.81,20,3,0.1,1475946407
689,0.1,0.81,20,3,0.1,2062131399
690,0.1,0.81,20,3,0.1,846039952
691,0.1,0.81,20,3,0.1,1088412073
692,0.1,0.81,20,3,0.1,879361371
693,0.1,0.81,20,3,0.1,940947301
694,0.1,0.81,20,3,0.1,1738579923
695,0.1,0.81,20,3,0.1,737897742
696,0.1,0.81,20,3,0.1,280771027
697,0.1,0.81,20,3,0.1,543191501
698,0.1,0.81,20,3,0.1,1666796530
699,0.1,0.81,20,3,0.1,815684199
700,0.1,0.81,20,3,0.1,1682281074
701,0.1,0.81,20,3,0.1,1447851486
702,0.1,0.81,20,3,0.1,352172906
703,0.1,0.81,20,3,0.1,712958630
704,0.1,0.81,20,3,0.1,1846869562
705,0.1,0.81,20,3,0.1,511343759
706,0.1,0.81,20,3,0.1,2043236053
707,0.1,0.81,20,3,0.1,1387951836
708,0.1,0.81,20,3,0.1,2000103841
709,0.1,0.81,20,3,0.1,1320623310
710,0.1,0.81,20,3,0.1,548121160
711,0.1,0.81,20,3,0.1,1828283914
712,0.1,0.81,20,3,0.1,593826438
713,0.1,0.81,20,3,0.1,1249525171
714,0.1,0.81,20,3,0.1,1523242852
715,0.1,0.81,20,3,0.1,979949586
716,0.1,0.81,20,3,0.1,407837819
717,0.1,0.81,20,3,0.1,1522536897
718,0.1,0.81,20,3,0.1,1505062698
719,0.1,0.81,20,3,0.1,431755614
720,0.1,0.81,20,3,0.1,1907044992
721,0.1,0.81,20,3,0.1,169404605
722,0.1,0.81,20,3,0.1,1867601566
723,0.1,0.81,20,3,0.1,13438029
724,0.1,0.81,20,3,0.1,1014662210
725,0.1,0.81,20,3,0.1,454042370
726,0.1,0.81,20,3,0.1,1697195996
727,0.1,0.81,20,3,0.1,937907127
728,0.1,0.81,20,3,0.1,71233011
729,0.1,0.81,20,3,0.1,2079315311
730,0.1,0.81,20,3,0.1,898689299
731,0.1,0.81,20,3,0.1,142723925
732,0.1,0.81,20,3,0.1,96062532
733,0.1,0.81,20,3,0.1,491546554
734,0.1,0.81,20,3,0.1,349375223
735,0.1,0.81,20,3,0.1,2032439484
736,0.1,0.81,20,3,0.1,677330690
737,0.1,0.81,20,3,0.1,129739486
738,0.1,0.81,20,3,0.1,1651770228
739,0.1,0.81,20,3,0.1,336650673
740,0.1,0.81,20,3,0.1,1405865200
741,0.1,0.81,20,3,0.1,1610927103
742,0.1,0.81,20,3,0.1,1046106156
743,0.1,0.81,20,3,0.1,790153244
744,0.1,0.81,20,3,0.1,1890985101
745,0.1,0.81,20,3,0.1,16013593
746,0.1,0.81,20,3,0.1,1058153335
747,0.1,0.81,20,3,0.1,2080982443
748,0.1,0.81,20,3,0.1,244207040
749,0.1,0.81,20,3,0.1,1660878012
750,0.1,0.81,20,3,0.1,1233984886
751,0.1,0.81,20,3,0.1,799900191
752,0.1,0.81,20,3,0.1,166842066
753,0.1,0.81,20,3,0.1,1582671680
754,0.1,0.81,20,3,0.1,721455947
755,0.1,0.81,20,3,0.1,441482207
756,0.1,0.81,20,3,0.1,2114437474
757,0.1,0.81,20,3,0.1,1002706633
758,0.1,0.81,20,3,0.1,2138253036
759,0.1,0.81,20,3,0.1,1131273164
760,0.1,0.81,20,3,0.1,28228752
761,0.1,0.81,20,3,0.1,2119370728
762,0.1,0.81,20,3,0.1,628171534
763,0.1,0.81,20,3,0.1,554920554
764,0.1,0.81,20,3,0.1,1568230880
765,0.1,0.81,20,3,0.1,881261953
766,0.1,0.81,20,3,0.1,1307730587
767,0.1,0.81,20,3,0.1,1731228525
768,0.1,0.81,20,3,0.1,1496478618
769,0.1,0.81,20,3,0.1,931754599
770,0.1,0.81,20,3,0.1,317132218
771,0.1,0.81,20,3,0.1,1622876747
772,0.1,0.81,20,3,0.1,1067249467
773,0.1,0.81,20,3,0.1,717993121
774,0.1,0.81,20,3,0.1,224026683
775,0.1,0.81,20,3,0.1,2104592718
776,0.1,0.81,20,3,0.1,618218019
777,0.1,0.81,20,3,0.1,1196036759
778,0.1,0.81,20,3,0.1,244182683
779,0.1,0.81,20,3,0.1,453793939
780,0.1,0.81,20,3,0.1,1327519423
781,0.1,0.81,20,3,0.1,1494813155
782,0.1,0.81,20,3,0.1,407218811
783,0.1,0.81,20,3,0.1,2130469051
784,0.1,0.81,20,3,0.1,600659634
785,0.1,0.81,20,3,0.1,99865281
786,0.1,0.81,20,3,0.1,2088278201
787,0.1,0.81,20,3,0.1,703598189
788,0.1,0.81,20,3,0.1,1084406442
789,0.1,0.81,20,3,0.1,625729764
790,0.1,0.81,20,3,0.1,1105555861
791,0.1,0.81,20,3,0.1,399085409
792,0.1,0.81,20,3,0.1,423337217
793,0.1,0.81,20,3,0.1,477977798
794,0.1,0.81,20,3,0.1,1574929019
795,0.1,0.81,20,3,0.1,2074302262
796,0.1,0.81,20,3,0.1,251265866
797,0.1,0.81,20,3,0.1,1245448553
798,0.1,0.81,20,3,0.1,194857644
799,0.1,0.81,20,3,0.1,737737487
800,0.1,0.81,20,3,0.1,2035626292
801,0.1,0.81,20,3,0.1,178092953
802,0.1,0.81,20,3,0.1,2113497040
803,0.1,0.81,20,3,0.1,2034610911
804,0.1,0.81,20,3,0.1,1755630995
805,0.1,0.81,20,3,0.1,1252848250
806,0.1,0.81,20,3,0.1,1661430766
807,0.1,0.81,20,3,0.1,1224084238
808,0.1,0.81,20,3,0.1,1072565257
809,0.1,0.81,20,3,0.1,826523465
810,0.1,0.81,20,3,0.1,2146306406
811,0.1,0.81,20,3,0.1,1021280219
812,0.1,0.81,20,3,0.1,1189981237
813,0.1,0.81,20,3,0.1,362405772
814,0.1,0.81,20,3,0.1,1808516450
815,0.1,0.81,20,3,0.1,2039548360
816,0.1,0.81,20,3,0.1,2145364703
817,0.1,0.81,20,3,0.1,525135887
818,0.1,0.81,20,3,0.1,93125812
819,0.1,0.81,20,3,0.1,489485984
820,0.1,0.81,20,3,0.1,1679271267
821,0.1,0.81,20,3,0.1,713213795
822,0.1,0.81,20,3,0.1,1019358098
823,0.1,0.81,20,3,0.1,1506295890
824,0.1,0.81,20,3,0.1,1747814069
825,0.1,0.81,20,3,0.1,1155065770
826,0.1,0.81,20,3,0.1,1833429628
827,0.1,0.81,20,3,0.1,657268263
828,0.1,0.81,20,3,0.1,720342428
829,0.1,0.81,20,3,0.1,1953284044
830,0.1,0.81,20,3,0.1,1001026631
831,0.1,0.81,20,3,0.1,1189964101
832,0.1,0.81,20,3,0.1,619801420
833,0.1,0.81,20,3,0.1,1571643322
834,0.1,0.81,20,3,0.1,1256657506
835,0.1,0.81,20,3,0.1,9448495
836,0.1,0.81,20,3,0.1,2000398088
837,0.1,0.81,20,3,0.1,1275275723
838,0.1,0.81,20,3,0.1,173776927
839,0.1,0.81,20,3,0.1,1769482486
840,0.1,0.81,20,3,0.1,1776585927
841,0.1,0.81,20,3,0.1,990778670
842,0.1,0.81,20,3,0.1,737298683
843,0.1,0.81,20,3,0.1,921811889
844,0.1,0.81,20,3,0.1,2079187416
845,0.1,0.81,20,3,0.1,1971350311
846,0.1,0.81,20,3,0.1,665582998
847,0.1,0.81,20,3,0.1,1891160619
848,0.1,0.81,20,3,0.1,1874009257
849,0.1,0.81,20,3,0.1,1542371949
850,0.1,0.81,20,3,0.1,1446227214
851,0.1,0.81,20,3,0.1,600588267
852,0.1,0.81,20,3,0.1,1432805751
853,0.1,0.81,20,3,0.1,93774876
854,0.1,0.81,20,3,0.1,1301340131
855,0.1,0.81,20,3,0.1,526744659
856,0.1,0.81,20,3,0.1,559084659
857,0.1,0.81,20,3,0.1,494318214
858,0.1,0.81,20,3,0.1,2082723297
859,0.1,0.81,20,3,0.1,1026286604
860,0.1,0.81,20,3,0.1,22234614
861,0.1,0.81,20,3,0.1,105177169
862,0.1,0.81,20,3,0.1,640874825
863,0.1,0.81,20,3,0.1,2012713303
864,0.1,0.81,20,3,0.1,1437347390
865,0.1,0.81,20,3,0.1,2049439188
866,0.1,0.81,20,3,0.1,258744722
867,0.1,0.81,20,3,0.1,2139628334
868,0.1,0.81,20,3,0.1,1071767384
869,0.1,0.81,20,3,0.1,318139785
870,0.1,0.81,20,3,0.1,2073853243
871,0.1,0.81,20,3,0.1,1113986858
872,0.1,0.81,20,3,0.1,482881655
873,0.1,0.81,20,3,0.1,604725885
874,0.1,0.81,20,3,0.1,1202149977
875,0.1,0.81,20,3,0.1,1480890987
876,0.1,0.81,20,3,0.1,1551246614
877,0.1,0.81,20,3,0.1,161722458
878,0.1,0.81,20,3,0.1,1890227433
879,0.1,0.81,20,3,0.1,1818022405
880,0.1,0.81,20,3,0.1,375409015
881,0.1,0.81,20,3,0.1,324692880
882,0.1,0.81,20,3,0.1,2133132766
883,0.1,0.81,20,3,0.1,1164642851
884,0.1,0.81,20,3,0.1,1266576998
885,0.1,0.81,20,3,0.1,644663485
886,0.1,0.81,20,3,0.1,685363363
887,0.1,0.81,20,3,0.1,976027269
888,0.1,0.81,20,3,0.1,2006060886
889,0.1,0.81,20,3,0.1,864243095
890,0.1,0.81,20,3,0.1,583599823
891,0.1,0.81,20,3,0.1,505567710
892,0.1,0.81,20,3,0.1,811973596
893,0.1,0.81,20,3,0.1,1333927699
894,0.1,0.81,20,3,0.1,1809473248
895,0.1,0.81,20,3,0.1,456600688
896,0.1,0.81,20,3,0.1,13647228
897,0.1,0.81,20,3,0.1,953917103
898,0.1,0.81,20,3,0.1,918690419
899,0.1,0.81,20,3,0.1,861319038
900,0.1,0.81,20,3,0.1,1419187797
901,0.1,0.81,20,3,0.1,615569481
902,0.1,0.81,20,3,0.1,83221227
903,0.1,0.81,20,3,0.1,646130195
904,0.1,0.81,20,3,0.1,1605504570
905,0.1,0.81,20,3,0.1,848276374
906,0.1,0.81,20,3,0.1,2071959093
907,0.1,0.81,20,3,0.1,1162578897
908,0.1,0.81,20,3,0.1,1234578938
909,0.1,0.81,20,3,0.1,2142747996
910,0.1,0.81,20,3,0.1,668910162
911,0.1,0.81,20,3,0.1,2010007694
912,0.1,0.81,20,3,0.1,33561032
913,0.1,0.81,20,3,0.1,55438710
914,0.1,0.81,20,3,0.1,1029795176
915,0.1,0.81,20,3,0.1,142660036
916,0.1,0.81,20,3,0.1,2133181625
917,0.1,0.81,20,3,0.1,577863877
918,0.1,0.81,20,3,0.1,720535274
919,0.1,0.81,20,3,0.1,236750844
920,0.1,0.81,20,3,0.1,1965247472
921,0.1,0.81,20,3,0.1,490710624
922,0.1,0.81,20,3,0.1,99694952
923,0.1,0.81,20,3,0.1,1132578513
924,0.1,0.81,20,3,0.1,805166083
925,0.1,0.81,20,3,0.1,813881151
926,0.1,0.81,20,3,0.1,634920251
927,0.1,0.81,20,3,0.1,667028045
928,0.1,0.81,20,3,0.1,2024869496
929,0.1,0.81,20,3,0.1,2032691379
930,0.1,0.81,20,3,0.1,1336053169
931,0.1,0.81,20,3,0.1,210292193
932,0.1,0.81,20,3,0.1,1976645107
933,0.1,0.81,20,3,0.1,785853857
934,0.1,0.81,20,3,0.1,2111793517
935,0.1,0.81,20,3,0.1,1087245541
936,0.1,0.81,20,3,0.1,1830141121
937,0.1,0.81,20,3,0.1,960038807
938,0.1,0.81,20,3,0.1,1166825151
939,0.1,0.81,20,3,0.1,166048172
940,0.1,0.81,20,3,0.1,1909508310
941,0.1,0.81,20,3,0.1,274436046
942,0.1,0.81,20,3,0.1,1211876743
943,0.1,0.81,20,3,0.1,739535269
944,0.1,0.81,20,3,0.1,1477406825
945,0.1,0.81,20,3,0.1,794161036
946,0.1,0.81,20,3,0.1,1177091884
947,0.1,0.81,20,3,0.1,97333324
948,0.1,0.81,20,3,0.1,951413721
949,0.1,0.81,20,3,0.1,1644295419
950,0.1,0.81,20,3,0.1,1688404901
951,0.1,0.81,20,3,0.1,584934979
952,0.1,0.81,20,3,0.1,1106816117
953,0.1,0.81,20,3,0.1,1748036127
954,0.1,0.81,20,3,0.1,898816006
955,0.1,0.81,20,3,0.1,561824973
956,0.1,0.81,20,3,0.1,1203110393
957,0.1,0.81,20,3,0.1,1877786389
958,0.1,0.81,20,3,0.1,1407733252
959,0.1,0.81,20,3,0.1,2077392722
960,0.1,0.81,20,3,0.1,1359234432
961,0.1,0.81,20,3,0.1,1011790328
962,0.1,0.81,20,3,0.1,1931228336
963,0.1,0.81,20,3,0.1,339166855
964,0.1,0.81,20,3,0.1,341139244
965,0.1,0.81,20,3,0.1,1547011074
966,0.1,0.81,20,3,0.1,171126733
967,0.1,0.81,20,3,0.1,2018808626
968,0.1,0.81,20,3,0.1,235945075
969,0.1,0.81,20,3,0.1,1665313641
970,0.1,0.81,20,3,0.1,77395752
971,0.1,0.81,20,3,0.1,360047008
972,0.1,0.81,20,3,0.1,441951384
973,0.1,0.81,20,3,0.1,772352612
974,0.1,0.81,20,3,0.1,926375772
975,0.1,0.81,20,3,0.1,1093666916
976,0.1,0.81,20,3,0.1,1579059860
977,0.1,0.81,20,3,0.1,749738040
978,0.1,0.81,20,3,0.1,117160418
979,0.1,0.81,20,3,0.1,1361489486
980,0.1,0.81,20,3,0.1,31107622
981,0.1,0.81,20,3,0.1,869745077
982,0.1,0.81,20,3,0.1,1995806276
983,0.1,0.81,20,3,0.1,2030052859
984,0.1,0.81,20,3,0.1,584916292
985,0.1,0.81,20,3,0.1,1302659069
986,0.1,0.81,20,3,0.1,20925806
987,0.1,0.81,20,3,0.1,821749351
988,0.1,0.81,20,3,0.1,392364208
989,0.1,0.81,20,3,0.1,1276827881
990,0.1,0.81,20,3,0.1,499881601
991,0.1,0.81,20,3,0.1,1468383743
992,0.1,0.81,20,3,0.1,1503709753
993,0.1,0.81,20,3,0.1,683833412
994,0.1,0.81,20,3,0.1,979757696
995,0.1,0.81,20,3,0.1,834481541
996,0.1,0.81,20,3,0.1,550480467
997,0.1,0.81,20,3,0.1,277439909
998,0.1,0.81,20,3,0.1,2118508947
999,0.1,0.81,20,3,0.1,969963111
1000,0.1,0.81,20,3,0.1,820625800
1,0.2,0.81,20,3,0.1,773736239
2,0.2,0.81,20,3,0.1,830043747
3,0.2,0.81,20,3,0.1,390600997
4,0.2,0.81,20,3,0.1,1151683032
5,0.2,0.81,20,3,0.1,1375545935
6,0.2,0.81,20,3,0.1,1404459021
7,0.2,0.81,20,3,0.1,1896799640
8,0.2,0.81,20,3,0.1,733940651
9,0.2,0.81,20,3,0.1,748613698
10,0.2,0.81,20,3,0.1,1903974783
11,0.2,0.81,20,3,0.1,1066514153
12,0.2,0.81,20,3,0.1,228894799
13,0.2,0.81,20,3,0.1,839265159
14,0.2,0.81,20,3,0.1,1284503208
15,0.2,0.81,20,3,0.1,2017897308
16,0.2,0.81,20,3,0.1,1323651026
17,0.2,0.81,20,3,0.1,2100140652
18,0.2,0.81,20,3,0.1,902214524
19,0.2,0.81,20,3,0.1,1349161154
20,0.2,0.81,20,3,0.1,944394595
21,0.2,0.81,20,3,0.1,228286616
22,0.2,0.81,20,3,0.1,1601916197
23,0.2,0.81,20,3,0.1,564297889
24,0.2,0.81,20,3,0.1,1789956340
25,0.2,0.81,20,3,0.1,1645337825
26,0.2,0.81,20,3,0.1,1214367137
27,0.2,0.81,20,3,0.1,523983373
28,0.2,0.81,20,3,0.1,83450727
29,0.2,0.81,20,3,0.1,323598703
30,0.2,0.81,20,3,0.1,1164730588
31,0.2,0.81,20,3,0.1,753801220
32,0.2,0.81,20,3,0.1,1749611567
33,0.2,0.81,20,3,0.1,81530968
34,0.2,0.81,20,3,0.1,1748747457
35,0.2,0.81,20,3,0.1,467401111
36,0.2,0.81,20,3,0.1,1283928312
37,0.2,0.81,20,3,0.1,1488312233
38,0.2,0.81,20,3,0.1,1971188222
39,0.2,0.81,20,3,0.1,1788071377
40,0.2,0.81,20,3,0.1,2139927079
41,0.2,0.81,20,3,0.1,398320018
42,0.2,0.81,20,3,0.1,1280947854
43,0.2,0.81,20,3,0.1,1955840096
44,0.2,0.81,20,3,0.1,1890560576
45,0.2,0.81,20,3,0.1,290146599
46,0.2,0.81,20,3,0.1,284573997
47,0.2,0.81,20,3,0.1,1667302145
48,0.2,0.81,20,3,0.1,372540194
49,0.2,0.81,20,3,0.1,411770293
50,0.2,0.81,20,3,0.1,1112495993
51,0.2,0.81,20,3,0.1,282102836
52,0.2,0.81,20,3,0.1,265506808
53,0.2,0.81,20,3,0.1,1760885619
54,0.2,0.81,20,3,0.1,989108052
55,0.2,0.81,20,3,0.1,372950320
56,0.2,0.81,20,3,0.1,1445724636
57,0.2,0.81,20,3,0.1,209398730
58,0.2,0.81,20,3,0.1,461838573
59,0.2,0.81,20,3,0.1,253858180
60,0.2,0.81,20,3,0.1,551073101
61,0.2,0.81,20,3,0.1,230542664
62,0.2,0.81,20,3,0.1,1192812703
63,0.2,0.81,20,3,0.1,1419857965
64,0.2,0.81,20,3,0.1,1067848503
65,0.2,0.81,20,3,0.1,484537472
66,0.2,0.81,20,3,0.1,1231594109
67,0.2,0.81,20,3,0.1,2104357923
68,0.2,0.81,20,3,0.1,817539064
69,0.2,0.81,20,3,0.1,979636769
70,0.2,0.81,20,3,0.1,2132448325
71,0.2,0.81,20,3,0.1,408415671
72,0.2,0.81,20,3,0.1,1712766100
73,0.2,0.81,20,3,0.1,1750005497
74,0.2,0.81,20,3,0.1,1104610039
75,0.2,0.81,20,3,0.1,1551860507
76,0.2,0.81,20,3,0.1,1144111685
77,0.2,0.81,20,3,0.1,1366143139
78,0.2,0.81,20,3,0.1,1641822023
79,0.2,0.81,20,3,0.1,1197685333
80,0.2,0.81,20,3,0.1,24453774
81,0.2,0.81,20,3,0.1,1507189872
82,0.2,0.81,20,3,0.1,1977629245
83,0.2,0.81,20,3,0.1,1636118582
84,0.2,0.81,20,3,0.1,1781770947
85,0.2,0.81,20,3,0.1,684234845
86,0.2,0.81,20,3,0.1,2144267727
87,0.2,0.81,20,3,0.1,15035066
88,0.2,0.81,20,3,0.1,1517633836
89,0.2,0.81,20,3,0.1,1152558177
90,0.2,0.81,20,3,0.1,985589554
91,0.2,0.81,20,3,0.1,1318991592
92,0.2,0.81,20,3,0.1,1368696853
93,0.2,0.81,20,3,0.1,2067805868
94,0.2,0.81,20,3,0.1,591544411
95,0.2,0.81,20,3,0.1,1936872898
96,0.2,0.81,20,3,0.1,978415798
97,0.2,0.81,20,3,0.1,531714780
98,0.2,0.81,20,3,0.1,1878627537
99,0.2,0.81,20,3,0.1,1384860065
100,0.2,0.81,20,3,0.1,1395084286
101,0.2,0.81,20,3,0.1,1532344220
102,0.2,0.81,20,3,0.1,556503438
103,0.2,0.81,20,3,0.1,242020331
104,0.2,0.81,20,3,0.1,1480683991
105,0.2,0.81,20,3,0.1,1473730262
106,0.2,0.81,20,3,0.1,1648294960
107,0.2,0.81,20,3,0.1,281769785
108,0.2,0.81,20,3,0.1,1583244415
109,0.2,0.81,20,3,0.1,867042606
110,0.2,0.81,20,3,0.1,1456260182
